"request_id","event_id","preprocessed_message_id","channel","message_id","sentiment_label","sentiment_score","positive_prob","negative_prob","neutral_prob","emotion_anger","emotion_fear","emotion_joy","emotion_sadness","emotion_surprise","emotion_disgust","aspects"
"gpt_min_0309","Cbpub:70144","599f9d0f-223a-4270-8c19-f1563d16df57","Cbpub","70144","neutral","0.54","0.18","0.18","0.64","0","0","0","0","0","0","[{""aspect"":""weather"",""sentiment"":""neutral"",""score"":0.53}]"
"gpt_min_0310","Cbpub:70143","9e33b247-d99d-4208-bdfb-12b38b8aa288","Cbpub","70143","neutral","0.54","0.18","0.18","0.64","0","0","0","0","0","0","[{""aspect"":""media"",""sentiment"":""neutral"",""score"":0.53}]"
"gpt_min_0311","Cbpub:70142","63495573-7889-4e08-bbe4-b143d6560faa","Cbpub","70142","positive","0.88","0.8077","0.1154","0.0769","0","0.13","0.42","0.14","0.14","0","[{""aspect"":""public_health"",""sentiment"":""positive"",""score"":0.86}]"
"gpt_min_0312","Cbpub:70141","bd52656f-7415-4b09-88a1-0bfaed9cb2da","Cbpub","70141","neutral","0.54","0.18","0.18","0.64","0","0","0","0","0","0","[{""aspect"":""other"",""sentiment"":""neutral"",""score"":0.53}]"
"gpt_min_0313","Cbpub:70140","fb307e3f-2048-4363-bc35-a1863dfff637","Cbpub","70140","neutral","0.54","0.18","0.18","0.64","0","0","0","0","0","0","[{""aspect"":""markets"",""sentiment"":""neutral"",""score"":0.53}]"
"gpt_min_0314","Cbpub:70137","24d6600f-c8b2-4140-9df6-ea8b933df0f7","Cbpub","70137","neutral","0.59","0.47","0.1","0.43","0","0","0","0","0","0","[{""aspect"":""public_health"",""sentiment"":""neutral"",""score"":0.53},{""aspect"":""gaming"",""sentiment"":""neutral"",""score"":0.53}]"
"gpt_min_0315","Cbpub:70136","5c70a989-f503-4a43-abb0-6a68b8c57056","Cbpub","70136","neutral","0.54","0.18","0.18","0.64","0","0","0","0","0","0","[{""aspect"":""other"",""sentiment"":""neutral"",""score"":0.53}]"
"gpt_min_0316","Cbpub:70134","86b5649a-40e7-4426-b344-0532c06c48b0","Cbpub","70134","neutral","0.54","0.18","0.18","0.64","0","0","0","0","0","0","[{""aspect"":""other"",""sentiment"":""neutral"",""score"":0.53}]"
"gpt_min_0317","Cbpub:70130","dab144e2-aa10-416e-bd7e-ac09451c9b36","Cbpub","70130","neutral","0.54","0.18","0.18","0.64","0","0","0","0","0","0","[{""aspect"":""other"",""sentiment"":""neutral"",""score"":0.53}]"
"gpt_min_0318","Cbpub:70129","292a8842-78fd-42a5-b44a-2def462d5727","Cbpub","70129","neutral","0.59","0.12","0.47","0.41","0","0","0","0","0","0","[{""aspect"":""other"",""sentiment"":""neutral"",""score"":0.53}]"
"gpt_min_0319","Cbpub:70127","8b777547-df68-43ff-8fb9-f65b02d5ff91","Cbpub","70127","neutral","0.54","0.18","0.18","0.64","0","0","0","0","0","0","[{""aspect"":""other"",""sentiment"":""neutral"",""score"":0.53}]"
"gpt_min_0320","Cbpub:70124","1481e2c0-e9bc-4ec4-aea4-908df914dd72","Cbpub","70124","neutral","0.59","0.12","0.47","0.41","0","0","0","0","0","0","[{""aspect"":""other"",""sentiment"":""neutral"",""score"":0.53}]"
"gpt_min_0321","Cbpub:70122","b3b553e2-ea23-4d7b-af87-b85931f96132","Cbpub","70122","positive","0.72","0.68","0.1","0.22","0","0","0.28","0","0","0","[{""aspect"":""markets"",""sentiment"":""positive"",""score"":0.7},{""aspect"":""retail"",""sentiment"":""positive"",""score"":0.7}]"
"gpt_min_0322","Cbpub:70121","66ce32be-dc2d-4ebd-97b5-044f12f7ba4c","Cbpub","70121","neutral","0.54","0.18","0.18","0.64","0","0","0","0","0","0","[{""aspect"":""other"",""sentiment"":""neutral"",""score"":0.53}]"
"gpt_min_0323","Cbpub:70120","62df7cf5-182a-4062-a39e-05735d713ca6","Cbpub","70120","neutral","0.54","0.18","0.18","0.64","0","0","0","0","0","0","[{""aspect"":""other"",""sentiment"":""neutral"",""score"":0.53}]"
"gpt_min_0324","Cbpub:70119","14666630-2c14-4438-a11c-57b693735b47","Cbpub","70119","neutral","0.54","0.18","0.18","0.64","0","0","0","0","0","0","[{""aspect"":""other"",""sentiment"":""neutral"",""score"":0.53}]"
"gpt_min_0325","Cbpub:70117","a8e92a66-aeae-4a9f-a596-d0f3145348b2","Cbpub","70117","neutral","0.54","0.18","0.18","0.64","0","0","0","0","0","0","[{""aspect"":""other"",""sentiment"":""neutral"",""score"":0.53}]"
"gpt_min_0326","Cbpub:70116","c3cf8c6b-e43d-4e4f-b2de-88ac8e60d201","Cbpub","70116","positive","0.72","0.68","0.1","0.22","0","0","0.08","0","0","0","[{""aspect"":""other"",""sentiment"":""positive"",""score"":0.7}]"
"gpt_min_0327","Cbpub:70112","67492e0d-cca6-4909-83e7-3551a1c2b6e3","Cbpub","70112","neutral","0.59","0.47","0.1","0.43","0","0","0","0","0","0","[{""aspect"":""gaming"",""sentiment"":""neutral"",""score"":0.53}]"
"gpt_min_0328","Cbpub:70107","51631046-da8d-499d-ae23-94c5967f48a5","Cbpub","70107","neutral","0.54","0.18","0.18","0.64","0","0","0","0","0","0","[{""aspect"":""other"",""sentiment"":""neutral"",""score"":0.53}]"
"gpt_min_0329","Cbpub:70106","39b300cf-8ca4-4bcb-9f5d-02f662c949bc","Cbpub","70106","neutral","0.54","0.18","0.18","0.64","0","0","0","0.14","0","0","[{""aspect"":""banking"",""sentiment"":""neutral"",""score"":0.53},{""aspect"":""security"",""sentiment"":""neutral"",""score"":0.53}]"
"gpt_min_0330","Cbpub:70105","8b63c18a-ccc5-41d2-98b3-5d635e0b7fd3","Cbpub","70105","neutral","0.54","0.18","0.18","0.64","0.16","0","0","0","0","0","[{""aspect"":""security"",""sentiment"":""neutral"",""score"":0.53},{""aspect"":""media"",""sentiment"":""neutral"",""score"":0.53}]"
"gpt_min_0331","Cbpub:70104","abab7fd9-8f18-485c-8791-ebc955799aaf","Cbpub","70104","negative","0.72","0.12","0.68","0.2","0","0.26","0","0","0","0","[{""aspect"":""weather"",""sentiment"":""negative"",""score"":0.7}]"
"gpt_min_0332","Cbpub:70102","3f2131b3-966a-4e70-824e-5974b723a65e","Cbpub","70102","neutral","0.54","0.18","0.18","0.64","0","0","0","0","0","0","[{""aspect"":""other"",""sentiment"":""neutral"",""score"":0.53}]"
"gpt_min_0333","Cbpub:70101","a0c14ec3-5288-4150-8873-b398ccf910dc","Cbpub","70101","neutral","0.54","0.18","0.18","0.64","0","0","0","0","0","0","[{""aspect"":""other"",""sentiment"":""neutral"",""score"":0.53}]"
"gpt_min_0334","Cbpub:70099","cf1abb07-29ae-4f1e-b40e-fe3c34b713e2","Cbpub","70099","neutral","0.54","0.18","0.18","0.64","0","0","0","0.14","0","0","[{""aspect"":""other"",""sentiment"":""neutral"",""score"":0.53}]"
"gpt_min_0335","Cbpub:70098","354ef0d3-c8c9-4141-9a80-7c499796f3e1","Cbpub","70098","neutral","0.54","0.18","0.18","0.64","0","0","0","0","0","0","[{""aspect"":""other"",""sentiment"":""neutral"",""score"":0.53}]"
"gpt_min_0336","Cbpub:70097","5166c686-308d-4ea0-b523-349530e1f1c7","Cbpub","70097","neutral","0.54","0.18","0.18","0.64","0","0","0","0","0","0","[{""aspect"":""other"",""sentiment"":""neutral"",""score"":0.53}]"
"gpt_min_0337","Cbpub:70095","5cf3c78a-0799-4b9c-b388-e15d4fd10941","Cbpub","70095","neutral","0.59","0.47","0.1","0.43","0","0","0.14","0","0","0","[{""aspect"":""other"",""sentiment"":""neutral"",""score"":0.53}]"
"gpt_min_0338","Cbpub:70094","1f17e760-10bc-4b14-ba3e-f8d6f406f6c2","Cbpub","70094","neutral","0.54","0.18","0.18","0.64","0","0","0","0","0","0","[{""aspect"":""other"",""sentiment"":""neutral"",""score"":0.53}]"
"gpt_min_0339","Cbpub:70093","76914412-cd12-4af0-98f7-ce1d8584ab89","Cbpub","70093","neutral","0.59","0.12","0.47","0.41","0","0.13","0","0","0","0","[{""aspect"":""war"",""sentiment"":""neutral"",""score"":0.53}]"
